Year_of_release,Videos_created,track_name,artist_name,artist_pop,album,track_pop,danceability,energy,loudness,mode,key,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,time_signature.2,duration_ms.2,time_signature.1,duration_ms.1
2022,1 videos,As It Was,Michael Shynes,52,As It Was,46,0.595,0.812,-5.623,1,9,0.0481,0.00321,1.38E-06,0.397,0.483,104.98,4,124571,4,124571,4,124571
2022,63 videos,Follow Me,Senhit,44,Follow Me,60,0.707,0.867,-4.355,0,6,0.05,0.00453,0.00135,0.123,0.485,122.014,4,158247,4,158247,4,158247
2022,360.4K videos,Calling My Phone,Lil Tjay,79,Calling My Phone,15,0.907,0.393,-7.636,0,4,0.0539,0.451,1.35E-06,0.135,0.202,104.949,4,205458,4,205458,4,205458
2022,60.1K videos,Wicked Game,YES YES,54,Wicked Game,55,0.755,0.835,-6.727,1,9,0.0537,0.0202,0.000999,0.145,0.471,125.005,4,143040,4,143040,4,143040
2022,61.1K videos,You Right,Doja Cat,88,Planet Her,84,0.828,0.621,-6.414,1,8,0.0565,0.0164,0.00233,0.0845,0.436,128.986,4,186173,4,186173,4,186173
2022,725.4K videos,Whoopty,CJ,63,Whoopty,74,0.719,0.648,-7.6,0,3,0.125,0.2,0,0.127,0.66,140.201,4,123263,4,123263,4,123263
2022,185.2K videos,Electric Love,BØRNS,67,Dopamine,82,0.611,0.797,-7.627,0,6,0.0533,0.00543,0.00137,0.26,0.518,120.041,4,218107,4,218107,4,218107
2022,15 videos,When Hello Means Goodbye,Alex Alexander,46,On My Way,44,0.741,0.475,-7.665,1,2,0.205,0.0214,0,0.351,0.597,166.016,4,158160,4,158160,4,158160
2022,211.6K videos,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",Bee Gees,75,How Can You Mend A Broken Heart,76,0.601,0.703,-6.24,1,7,0.0379,0.175,8.40E-05,0.571,0.673,106.164,4,196213,4,196213,4,196213
2022,208.6K videos,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Riton,68,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],83,0.824,0.862,-3.424,1,2,0.126,0.0076,0.000132,0.303,0.801,122.98,4,169153,4,169153,4,169153
2022,47 videos,Hawái,Maluma,83,PAPI JUANCHO,77,0.783,0.727,-3.454,0,6,0.389,0.185,2.46E-05,0.0626,0.558,180.067,4,199112,4,199112,4,199112
2022,2.6M videos,Mood (feat. iann dior),24kGoldn,74,Mood (feat. iann dior),18,0.7,0.722,-3.558,0,7,0.0369,0.221,0,0.272,0.756,90.989,4,140526,4,140526,4,140526
2022,7 videos,Paid,Astelle,32,Paid,39,0.861,0.631,-10.286,1,8,0.23,0.0188,0.000283,0.0954,0.675,117.993,4,180923,4,180923,4,180923
2022,1.1M videos,drivers license,Olivia Rodrigo,85,drivers license,29,0.585,0.436,-8.761,1,10,0.0601,0.721,1.31E-05,0.105,0.132,143.874,4,242014,4,242014,4,242014
2022,825.7K videos,Lemonade,Internet Money,72,"Lemonade (feat. Gunna, Don Toliver & NAV)",76,0.799,0.66,-6.153,0,1,0.079,0.256,0,0.111,0.471,140.04,4,195429,4,195429,4,195429
2022,6 videos,K Boy Bye,Astelle,32,K Boy Bye,39,0.547,0.865,-5.058,0,7,0.0483,0.0141,0,0.245,0.638,159.87,4,166354,4,166354,4,166354
2022,1.3M videos,Up,Cardi B,81,Up (Instrumental),70,0.868,0.795,-6.044,1,11,0.269,0.0012,0.0193,0.0461,0.819,166,4,156945,4,156945,4,156945
2022,403.9K videos,Just The Two of Us,Kauai45,50,Just The Two of Us,67,0.592,0.214,-13.468,1,1,0.115,0.936,1.62E-05,0.253,0.422,81.672,4,117037,4,117037,4,117037
2022,141 videos,Play With Me,Ana Shine,39,Play With Me,48,0.714,0.666,-6.012,1,6,0.0756,0.223,0,0.102,0.486,95.065,4,178261,4,178261,4,178261
2022,1.8M videos,Best Friend (feat. Doja Cat),Saweetie,73,Best Friend (feat. Doja Cat) [Remix EP],45,0.84,0.766,-4.12,1,4,0.136,0.00302,3.61E-06,0.0684,0.402,94.018,4,155884,4,155884,4,155884
2022,261.8K videos,Cupid's Chokehold / Breakfast in America,Gym Class Heroes,68,The Papercut Chronicles,77,0.72,0.744,-6.938,0,1,0.12,0.237,0,0.255,0.619,78.953,4,243773,4,243773,4,243773
2022,2 videos,Forever,Nadia Gattas,46,Forever,51,0.75,0.879,-4.88,0,4,0.0427,0.0233,0,0.193,0.333,124.038,4,181308,4,181308,4,181308
2022,619.7K videos,The Business,Tiësto,82,The Business,83,0.798,0.62,-7.079,0,8,0.232,0.414,0.0192,0.112,0.235,120.031,4,164000,4,164000,4,164000
2022,1.4M videos,telepatía,Kali Uchis,78,Sin Miedo (del Amor y Otros Demonios) ∞,82,0.653,0.524,-9.016,0,11,0.0502,0.112,0,0.203,0.553,83.97,4,160191,4,160191,4,160191
2022,347K videos,"Gravity (feat. Tyler, The Creator)",Brent Faiyaz,80,"Gravity (feat. Tyler, The Creator)",72,0.539,0.615,-8.746,0,1,0.252,0.173,0.0056,0.144,0.493,163.924,4,214693,4,214693,4,214693
2022,149.2K videos,motive (with Doja Cat),Ariana Grande,87,Positions (Deluxe),57,0.789,0.742,-5.664,0,10,0.0652,0.0681,0,0.166,0.661,116.965,4,167990,4,167990,4,167990
2022,161 videos,Feel Your Love,Yusuf Alev,46,Feel Your Love,43,0.68,0.778,-6.294,1,6,0.0433,0.0705,0,0.31,0.511,124.981,4,172714,4,172714,4,172714
2022,17 videos,Lost on You,sad girls,48,Lost on You,53,0.599,0.692,-4.43,0,1,0.0739,0.124,0,0.375,0.307,121.796,4,144349,4,144349,4,144349
2022,99.5K videos,Good Days,SZA,82,Good Days,81,0.436,0.655,-8.37,0,1,0.0583,0.499,8.10E-06,0.688,0.412,121.002,4,279204,4,279204,4,279204
2022,6.1M videos,What You Know Bout Love,Pop Smoke,83,Shoot For The Stars Aim For The Moon,81,0.709,0.548,-8.493,1,10,0.353,0.65,1.59E-06,0.133,0.543,83.995,4,160000,4,160000,4,160000
2022,2 videos,Rude Boy,YES YES,54,Rude Boy,50,0.739,0.734,-6.062,1,6,0.259,0.0242,0,0.0921,0.471,101.995,4,174858,4,174858,4,174858
2022,3.5M videos,WAP (feat. Megan Thee Stallion),Cardi B,81,WAP (feat. Megan Thee Stallion),80,0.935,0.454,-7.509,1,1,0.375,0.0194,0,0.0824,0.357,133.073,4,187541,4,187541,4,187541
2022,202.2K videos,Savage Love (Laxed - Siren Beat),Jawsh 685,63,Savage Love (Laxed - Siren Beat),77,0.767,0.481,-8.52,0,0,0.0803,0.234,0,0.269,0.761,150.076,4,171375,4,171375,4,171375
2022,882 videos,dirty laundry,blackbear,80,deadroses,65,0.766,0.64,-8.899,1,0,0.0345,0.051,0,0.237,0.67,100.044,4,165600,4,165600,4,165600
2022,788.5K videos,HOLIDAY,Lil Nas X,81,HOLIDAY,73,0.81,0.511,-6.924,0,5,0.164,0.12,0,0.0832,0.837,151.947,4,154998,4,154998,4,154998
2022,2.1M videos,WITHOUT YOU,The Kid LAROI,83,F*CK LOVE (SAVAGE),80,0.662,0.413,-7.357,1,0,0.0299,0.213,0,0.134,0.467,93.005,4,161385,4,161385,4,161385
2022,12 videos,Fly,Alex D'Rosso,56,Fly,53,0.676,0.842,-5.98,1,8,0.239,0.0578,0.00137,0.209,0.388,140.142,4,134857,4,134857,4,134857
2022,665.7K videos,ROCKSTAR (feat. Roddy Ricch),DaBaby,82,BLAME IT ON BABY,80,0.746,0.69,-7.956,1,11,0.164,0.247,0,0.101,0.497,89.977,4,181733,4,181733,4,181733
2022,30.5K videos,34+35,Ariana Grande,87,Positions,80,0.83,0.585,-6.476,1,0,0.094,0.237,0,0.248,0.485,109.978,4,173711,4,173711,4,173711
2022,482.9K videos,Rover (feat. DTG),S1mba,64,Rover (feat. DTG),78,0.613,0.624,-6.66,0,11,0.206,0.496,0,0.283,0.803,62.948,5,167917,5,167917,5,167917
2022,1.4M videos,Put Your Records On,Ritt Momney,60,Put Your Records On,1,0.399,0.492,-10.777,0,6,0.0538,0.058,0.00101,0.11,0.159,91.066,4,210463,4,210463,4,210463
2022,2 videos,Mood Swings (feat. Lil Tjay),Pop Smoke,83,Shoot For The Stars Aim For The Moon,78,0.48,0.602,-6.335,0,10,0.368,0.487,0,0.0848,0.269,179.798,4,213333,4,213333,4,213333
2022,1.9M videos,Therefore I Am,Billie Eilish,88,Therefore I Am,75,0.889,0.34,-7.773,0,11,0.0697,0.218,0.13,0.055,0.716,94.009,4,174321,4,174321,4,174321
2022,0,Wild & Free,Nander,37,Wild & Free,39,0.474,0.722,-6.209,1,2,0.0355,0.0604,0,0.584,0.274,155.941,4,149231,4,149231,4,149231
2022,14 videos,Glad You Came,Braaheim,59,Glad You Came,48,0.732,0.919,-4.634,0,6,0.115,0.0271,0.000866,0.375,0.136,125.997,4,190879,4,190879,4,190879
2022,207.2K videos,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,83,Shoot For The Stars Aim For The Moon,80,0.823,0.586,-6.606,0,6,0.2,0.114,0,0.193,0.347,125.971,4,190476,4,190476,4,190476
2022,1.7M videos,Backyard Boy,Claire Rosinkranz,63,BeVerly Hills BoYfRiEnd,0,0.819,0.642,-7.037,1,5,0.189,0.336,0,0.0735,0.452,138.026,4,129241,4,129241,4,129241
2022,1.8M videos,TKN (feat. Travis Scott),ROSALÍA,83,TKN (feat. Travis Scott),72,0.776,0.509,-6.266,0,0,0.467,0.192,1.49E-06,0.115,0.485,94.634,4,129371,4,129371,4,129371
2022,1151 videos,Say It Right,Coopex,60,Say It Right,60,0.712,0.816,-6.56,0,5,0.0447,0.152,0.0519,0.24,0.449,125.976,4,128095,4,128095,4,128095
2022,3 videos,Without You,Baby Bluu,31,Without You,49,0.625,0.698,-5.804,1,0,0.146,0.0107,0,0.156,0.204,120.119,4,132625,4,132625,4,132625
2022,2.8M videos,Play Date,Melanie Martinez,78,Cry Baby (Deluxe Edition),78,0.68,0.729,-5.077,1,5,0.0475,0.612,0,0.224,0.446,123.97,4,179867,4,179867,4,179867
2022,562.4K videos,Freak,Doja Cat,88,Freak,72,0.688,0.716,-5.702,1,7,0.0385,0.0969,0,0.0989,0.373,116.912,3,284480,3,284480,3,284480
2022,0,Falling Down,Andrew Nagy,32,Falling Down,38,0.574,0.852,-9.051,1,5,0.0438,0.032,0.0705,0.136,0.0363,123.005,4,165854,4,165854,4,165854
2022,0,Wait a Minute!,WILLOW,76,ARDIPITHECUS,86,0.764,0.705,-5.279,0,3,0.0278,0.0371,1.94E-05,0.0943,0.672,101.003,4,196520,4,196520,4,196520
2022,23.5M videos,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,Conkarah,53,Banana (feat. Shaggy) [DJ FLe - Minisiren Remix],65,0.824,0.854,-5.312,1,8,0.177,0.016,4.95E-05,0.117,0.896,95.114,4,210329,4,210329,4,210329
2022,1 videos,Over You,Myrrhe,26,Over You,37,0.863,0.325,-7.864,1,0,0.341,0.667,1.71E-05,0.1,0.537,98.948,4,126314,4,126314,4,126314
2022,0,FLIP THE SWITCH (feat. Drake),Quavo,79,QUAVO HUNCHO,67,0.853,0.637,-5.924,0,3,0.331,0.129,0,0.267,0.496,86.048,4,156195,4,156195,4,156195
2022,3 videos,The Boss,Coopex,60,The Boss,47,0.734,0.789,-5.328,1,11,0.243,0.0809,0.000115,0.215,0.258,125.992,4,133810,4,133810,4,133810
2022,6.7M videos,Party Girl,StaySolidRocky,59,Party Girl,71,0.728,0.431,-9.966,0,6,0.0622,0.749,0,0.0996,0.629,130.022,4,147800,4,147800,4,147800
2022,90 videos,Love Me Again,CPX,52,Love Me Again,46,0.798,0.824,-5.642,0,0,0.413,0.206,0.000308,0.436,0.242,125,4,134400,4,134400,4,134400
2022,882.8K videos,Renee,SALES,61,Renee,65,0.924,0.386,-8.183,1,9,0.0548,0.755,0.00253,0.118,0.424,108.957,4,179125,4,179125,4,179125
2022,289K videos,Don't Rush (feat. Headie One),Young T & Bugsey,60,Don't Rush (feat. Headie One),63,0.961,0.461,-8.684,1,9,0.27,0.202,0.00402,0.162,0.324,108.028,4,207640,4,207640,4,207640
2022,0,Right Here Waiting,Boostereo,52,Right Here Waiting,0,0.639,0.704,-7.332,1,10,0.0352,0.0646,0,0.445,0.285,115.052,4,180522,4,180522,4,180522
2022,0,THE SCOTTS,THE SCOTTS,58,THE SCOTTS,76,0.716,0.537,-7.648,0,0,0.0514,0.233,0,0.157,0.28,129.979,4,165978,4,165978,4,165978
2022,11 videos,Cool for the Summer,Alex D'Rosso,56,Cool for the Summer,49,0.805,0.871,-5.716,1,6,0.286,0.177,7.50E-06,0.266,0.443,136.01,4,171696,4,171696,4,171696
2022,0,Kiss Me,Lucas Estrada,63,Kiss Me,47,0.588,0.685,-8.08,1,8,0.0624,0.374,0.000155,0.581,0.122,107.938,4,146669,4,146669,4,146669
2022,1 videos,Red Flag,Pia Baris,18,Red Flag,31,0.715,0.706,-5.804,0,4,0.383,0.326,0.000231,0.525,0.348,126.069,4,137431,4,137431,4,137431
2022,0,One too Many Times,JRL,44,One Too Many Times,47,0.721,0.778,-6.53,0,8,0.0459,0.00262,7.29E-05,0.111,0.449,122.023,4,141636,4,141636,4,141636
2022,79K videos,Boys Ain't Shit,SAYGRACE,58,Boys Ain't Shit,64,0.826,0.615,-4.729,0,1,0.137,0.435,0.00631,0.334,0.841,102.999,4,175884,4,175884,4,175884
2022,190.8K videos,Boss Bitch,Doja Cat,88,Boss Bitch,78,0.707,0.955,-4.593,0,10,0.222,0.127,0,0.202,0.575,125.989,4,134240,4,134240,4,134240
2022,1540 videos,Only Girl,Coopex,60,Only Girl,52,0.792,0.832,-4.406,0,11,0.0397,0.367,0.00164,0.198,0.186,127.983,4,146465,4,146465,4,146465
2022,2.8M videos,Tap In,Saweetie,73,Tap In,67,0.954,0.696,-7.117,0,10,0.204,0.00576,0.000498,0.0754,0.432,100.036,4,139413,4,139413,4,139413
2022,67 videos,Forever,Gianni Blu,46,Forever,54,0.753,0.75,-4.314,1,11,0.0817,0.00421,3.47E-05,0.0775,0.266,124.998,4,167040,4,167040,4,167040
2022,0,Rather Be,Cabuizee,40,Rather Be,46,0.706,0.895,-3.879,0,8,0.148,0.299,0,0.48,0.556,120.978,4,163884,4,163884,4,163884
2022,14.1M videos,Savage,Megan Thee Stallion,82,Suga,70,0.843,0.741,-5.609,1,11,0.334,0.0252,0,0.096,0.68,168.983,4,155497,4,155497,4,155497
2022,0,Blueberry Faygo,Lil Mosey,70,Certified Hitmaker,75,0.774,0.554,-7.909,1,0,0.0383,0.207,0,0.132,0.349,99.034,4,162547,4,162547,4,162547
2022,880.7K videos,Break My Heart,Dua Lipa,88,Future Nostalgia,78,0.73,0.729,-3.434,0,4,0.0884,0.167,1.39E-06,0.349,0.467,113.011,4,221820,4,221820,4,221820
2022,51 videos,On My Way,Alex Alexander,46,On My Way,40,0.67,0.544,-5.506,1,4,0.0252,0.0429,0,0.0926,0.772,96.039,3,200840,3,200840,3,200840
2022,335K videos,Astronomia,Vicetone,63,Astronomia,60,0.653,0.945,-2.634,1,5,0.096,0.00561,0.915,0.439,0.325,126.093,4,198095,4,198095,4,198095
2022,1.3M videos,The Box,Roddy Ricch,80,Please Excuse Me for Being Antisocial,81,0.896,0.586,-6.687,0,10,0.0559,0.104,0,0.79,0.642,116.971,4,196653,4,196653,4,196653
2022,0,What's up?,LeXxìv,32,What's up?,43,0.641,0.597,-7.06,1,9,0.033,0.000399,0,0.367,0.394,120.06,4,186000,4,186000,4,186000
2022,5.2M videos,Supalonely,BENEE,67,STELLA & STEVE,72,0.863,0.631,-4.689,1,7,0.0534,0.305,3.04E-05,0.123,0.817,128.977,4,223480,4,223480,4,223480
2022,2.9M videos,Toosie Slide,Drake,95,Dark Lane Demo Tapes,69,0.83,0.49,-8.82,0,1,0.209,0.289,3.04E-06,0.113,0.845,81.604,4,247059,4,247059,4,247059
2022,918.1K videos,Don't Start Now,Dua Lipa,88,Don't Start Now,79,0.794,0.793,-4.521,0,11,0.0842,0.0125,0,0.0952,0.677,123.941,4,183290,4,183290,4,183290
2022,156.2K videos,Be Kind (with Halsey),Marshmello,83,Be Kind (with Halsey),77,0.63,0.633,-7.088,1,4,0.0457,0.00776,0,0.0541,0.452,93.995,4,172762,4,172762,4,172762
2022,2555 videos,Intentions (feat. Quavo),Justin Bieber,90,Changes,77,0.806,0.546,-6.637,1,9,0.0575,0.3,0,0.102,0.874,147.986,4,212867,4,212867,4,212867
2022,0,Old Times,Xtinctor,21,Old Times,38,0.581,0.718,-5.631,1,1,0.0851,0.0195,0,0.075,0.149,92.992,4,184516,4,184516,4,184516
2022,3 videos,"Hey, Soul Sister",LANDR,41,"Hey, Soul Sister",41,0.642,0.725,-7.89,1,11,0.0571,0.192,0,0.153,0.134,105.101,4,196583,4,196583,4,196583
2022,293K videos,Later Bitches,The Prince Karma,50,Later Bitches,49,0.769,0.518,-6.563,1,8,0.102,0.000573,0.108,0.342,0.504,121.116,4,247976,4,247976,4,247976
2022,78.3K videos,Life Is Good (feat. Drake),Future,87,Life Is Good (feat. Drake),77,0.676,0.609,-5.831,0,2,0.481,0.0706,0,0.152,0.508,142.037,4,237735,4,237735,4,237735
2022,219.5K videos,WHATS POPPIN,Jack Harlow,84,WHATS POPPIN,4,0.923,0.604,-6.671,0,11,0.245,0.017,0,0.272,0.826,145.062,4,139741,4,139741,4,139741
2022,42.5K videos,Let Her Go,LANDR,41,Let Her Go,44,0.712,0.803,-7.206,1,7,0.0276,0.00537,9.81E-05,0.307,0.308,120.018,4,201005,4,201005,4,201005
2022,446K videos,Sunday Best,Surfaces,71,Where the Light Is,77,0.878,0.525,-6.832,1,5,0.0578,0.183,0,0.0714,0.694,112.022,4,158571,4,158571,4,158571
2022,0,DÁKITI,Dame Dame,48,DÁKITI,47,0.726,0.815,-5.092,0,4,0.101,0.206,0,0.631,0.627,121.975,4,147367,4,147367,4,147367
2022,9.8M videos,Say So,Doja Cat,88,Hot Pink,80,0.787,0.673,-4.583,0,11,0.159,0.264,3.35E-06,0.0904,0.779,110.962,4,237893,4,237893,4,237893
2022,355.5K videos,In Your Eyes,The Weeknd,93,After Hours,79,0.667,0.719,-5.371,0,7,0.0346,0.00285,8.10E-05,0.0736,0.717,100.021,4,237520,4,237520,4,237520
2022,2.2M videos,Falling,Trevor Daniel,66,Falling,15,0.785,0.431,-8.756,0,10,0.0364,0.123,0,0.0887,0.236,127.085,4,159382,4,159382,4,159382
2022,9 videos,Let It Go,Dame Dame,48,Let It Go,38,0.769,0.796,-7.37,1,8,0.0564,0.0279,1.97E-06,0.0871,0.681,122.039,4,130286,4,130286,4,130286
2022,4.1M videos,death bed (coffee for your head),Powfu,71,death bed (coffee for your head),82,0.726,0.431,-8.765,0,8,0.135,0.731,0,0.696,0.348,144.026,4,173333,4,173333,4,173333
2022,68.1K videos,That Way,Lil Uzi Vert,85,That Way,62,0.719,0.611,-5.01,0,7,0.0403,0.0582,0,0.155,0.489,129.962,4,212354,4,212354,4,212354
2022,86 videos,Baby I'm Yours,Breakbot,57,By Your Side,69,0.829,0.792,-3.755,0,2,0.0668,0.726,5.83E-06,0.122,0.758,118.05,4,215507,4,215507,4,215507
2022,89.5K videos,BOP,DaBaby,82,KIRK,76,0.769,0.787,-3.909,1,11,0.367,0.189,0,0.129,0.836,126.77,4,159715,4,159715,4,159715
2022,8.3M videos,OUT WEST (feat. Young Thug),JACKBOYS,65,JACKBOYS,77,0.802,0.591,-4.895,1,8,0.225,0.0104,0,0.196,0.309,139.864,4,157712,4,157712,4,157712
2022,1.7M videos,Blinding Lights,The Weeknd,93,Blinding Lights,18,0.513,0.796,-4.075,1,1,0.0629,0.00147,0.000209,0.0938,0.345,171.017,4,201573,4,201573,4,201573
2022,0,When the Sun Goes Down,Martin van Lectro,39,When the Sun Goes Down,37,0.544,0.748,-5.556,1,5,0.0865,0.0646,0,0.519,0.391,123.752,4,148999,4,148999,4,148999
2022,1.6M videos,Skechers,DripReport,54,Skechers,0,0.907,0.332,-9.828,1,1,0.0836,0.326,0.0168,0.109,0.277,99.998,4,106031,4,106031,4,106031
2022,1.2M videos,ROXANNE,Arizona Zervas,66,ROXANNE,78,0.621,0.601,-5.616,0,6,0.148,0.0522,0,0.46,0.457,116.735,5,163636,5,163636,5,163636
2022,7002 videos,Shooting Stars,Bag Raiders,53,Bag Raiders (Deluxe),0,0.649,0.716,-6.232,1,11,0.0445,0.0879,0.03,0.0824,0.503,124.968,4,235813,4,235813,4,235813
2022,1.5M videos,The Git Up,Blanco Brown,60,The Git Up,3,0.847,0.678,-8.635,1,9,0.109,0.0669,0,0.274,0.811,97.984,4,200594,4,200594,4,200594
2022,109 videos,Payphone,Faruk Orman,43,Payphone,45,0.721,0.707,-7.953,1,11,0.224,0.563,6.40E-06,0.338,0.462,125.07,4,128825,4,128825,4,128825
2022,74.2K videos,I Don't Care (with Justin Bieber),Ed Sheeran,90,I Don't Care (with Justin Bieber),78,0.798,0.675,-5.041,1,6,0.0442,0.0912,0,0.0894,0.842,101.956,4,219947,4,219947,4,219947
2022,263.6K videos,hot girl bummer,blackbear,80,hot girl bummer,5,0.778,0.559,-7.109,0,6,0.0776,0.128,0,0.399,0.678,129.989,1,185093,1,185093,1,185093
2022,0,Demons,CPX,52,Demons,56,0.7,0.848,-5.473,1,8,0.217,0.317,0,0.349,0.29,124.056,4,129693,4,129693,4,129693
2022,137 videos,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5,85,Red Pill Blues (Deluxe),74,0.851,0.541,-6.825,1,0,0.0505,0.568,0,0.13,0.448,124.959,4,235545,4,235545,4,235545
2022,175.4K videos,Without Me,Halsey,83,Without Me,77,0.752,0.488,-7.05,1,6,0.0705,0.297,9.11E-06,0.0936,0.533,136.041,4,201661,4,201661,4,201661
2022,3635 videos,Plug Walk,Rich The Kid,67,The World Is Yours,70,0.876,0.519,-6.531,1,11,0.143,0.202,0,0.108,0.158,94.981,4,175230,4,175230,4,175230
2022,22 ভিডিওসমূহ,California Dreaming,Jorm,42,California Dreaming,53,0.717,0.865,-4.126,0,1,0.0307,0.0222,0.0012,0.605,0.487,124.048,4,152323,4,152323,4,152323
2022,1.4M videos,Rockstar,Ilkay Sencan,61,Rockstar,69,0.771,0.826,-3.978,1,11,0.0604,0.142,0.03,0.145,0.185,100.012,4,212280,4,212280,4,212280
2022,1758 videos,Falling for U,Peachy!,57,Falling for U,1,0.516,0.358,-12.018,0,8,0.424,0.743,1.30E-06,0.0813,0.397,79.509,4,124000,4,124000,4,124000
2022,58 videos,Lovely,Alfons,58,Lovely,45,0.504,0.677,-6.954,0,4,0.064,0.316,0.00127,0.268,0.0375,128.078,4,159023,4,159023,4,159023
2022,133.2K videos,The Less I Know The Better,Tame Impala,78,Currents,84,0.64,0.74,-4.083,1,4,0.0284,0.0115,0.00678,0.167,0.785,116.879,4,216320,4,216320,4,216320
2022,680.6K videos,Dandelions,Ruth B.,75,Safe Haven,90,0.609,0.692,-2.958,1,1,0.0259,0.0157,0,0.0864,0.454,116.959,3,233720,3,233720,3,233720
2022,39 videos,Jimmy Cooks (feat. 21 Savage),Drake,95,"Honestly, Nevermind",92,0.529,0.673,-4.711,1,0,0.175,0.000307,2.41E-06,0.093,0.366,165.921,4,218365,4,218365,4,218365
2022,6068 videos,Good Looking,Suki Waterhouse,64,Good Looking,80,0.377,0.558,-9.076,1,4,0.0299,0.0789,0.000342,0.125,0.267,149.971,3,214800,3,214800,3,214800
2022,1M videos,INFERNO,Sub Urban,67,INFERNO,71,0.82,0.611,-5.02,0,9,0.122,0.0766,2.50E-05,0.0684,0.637,127.883,4,133134,4,133134,4,133134
2021,5499 videos,STAY (with Justin Bieber),The Kid LAROI,83,STAY (with Justin Bieber),89,0.591,0.764,-5.484,1,1,0.0483,0.0383,0,0.103,0.478,169.928,4,141806,4,141806,4,141806
2021,0,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,90,Justice,86,0.677,0.696,-6.181,1,0,0.119,0.321,0,0.42,0.464,90.03,4,198082,4,198082,4,198082
2021,31.1K videos,edamame (feat. Rich Brian),bbno$,72,edamame (feat. Rich Brian),77,0.815,0.848,-4.704,0,4,0.115,0.023,0.000162,0.0265,0.684,106.032,4,133707,4,133707,4,133707
2021,14.5K videos,Here's Your Perfect,Jamie Miller,65,Here's Your Perfect,77,0.558,0.454,-5.335,1,6,0.0551,0.499,0,0.146,0.424,113.12,4,158594,4,158594,4,158594
2021,15 videos,It's You,Sezairi,57,It's You,73,0.63,0.456,-8.285,1,8,0.0317,0.545,0,0.114,0.166,137.915,3,251440,3,251440,3,251440
2021,356.9K videos,Take You Dancing,Jason Derulo,80,Take You Dancing,79,0.789,0.711,-4.248,1,2,0.041,0.0332,0,0.0876,0.753,112.985,4,190306,4,190306,4,190306
2021,645.6K videos,It's Only Me - Studio Version,Kaleb J,60,It's Only Me (Studio Version),73,0.602,0.298,-13.333,1,4,0.0385,0.31,0,0.117,0.316,119.889,4,203076,4,203076,4,203076
2021,45.1K videos,Reckless,Madison Beer,71,Reckless,78,0.386,0.426,-6.642,1,3,0.0363,0.807,0,0.14,0.261,180.104,3,203385,3,203385,3,203385
2021,300 videos,deja vu,Olivia Rodrigo,85,SOUR,88,0.442,0.612,-7.222,1,2,0.112,0.584,5.70E-06,0.37,0.178,180.917,4,215507,4,215507,4,215507
2021,730.2K videos,Paradise,Bazzi,72,Soul Searching,75,0.844,0.644,-6.273,0,11,0.0479,0.0828,0,0.113,0.591,122.061,4,169038,4,169038,4,169038
2021,31.4K videos,Never (feat. OMI),Marcus & Martinus,54,Moments (Deluxe),39,0.651,0.595,-6.889,1,8,0.179,0.279,0,0.241,0.816,116.92,5,190080,5,190080,5,190080
2021,803.7K videos,Need to Know,Doja Cat,88,Planet Her,85,0.664,0.609,-6.509,1,1,0.0707,0.304,0,0.0926,0.194,130.041,4,210560,4,210560,4,210560
2021,1.7M videos,Into Your Arms (feat. Ava Max),Witt Lowry,62,Into Your Arms (feat. Ava Max),77,0.504,0.788,-4.113,0,3,0.215,0.0134,0,0.363,0.228,170.039,4,186022,4,186022,4,186022
2021,103K videos,Apollo,Nightcore High,44,Apollo,61,0.483,0.611,-6.33,1,1,0.0994,0.117,0,0.111,0.325,103.308,4,150340,4,150340,4,150340
2021,169K videos,Dễ Đến Dễ Đi,Quang Hùng MasterD,37,Dễ Đến Dễ Đi,46,0.873,0.444,-7.139,1,10,0.0441,0.752,0.0393,0.0979,0.406,105.017,4,270048,4,270048,4,270048
2021,1.7M videos,Dinero,Trinidad Cardona,63,Dinero,73,0.708,0.782,-4.687,1,2,0.0674,0.00772,0,0.107,0.484,119.997,4,160880,4,160880,4,160880
2021,658.3K videos,Tutu,Camilo,80,Tutu,69,0.731,0.832,-2.592,1,9,0.0503,0.273,0,0.0665,0.94,146.013,4,178613,4,178613,4,178613
2021,0,Know Me Too Well,New Hope Club,56,Know Me Too Well,59,0.75,0.698,-4.371,0,1,0.0388,0.427,0,0.0654,0.834,122.954,4,200013,4,200013,4,200013
2021,4581 videos,Stereo Hearts (feat. Adam Levine),Gym Class Heroes,68,The Papercut Chronicles II,63,0.646,0.795,-3.293,1,9,0.0976,0.0319,0,0.267,0.796,89.99,4,210960,4,210960,4,210960
2021,8.4M videos,Beggin',Måneskin,78,Chosen,86,0.714,0.8,-4.808,0,11,0.0504,0.127,0,0.359,0.589,134.002,4,211560,4,211560,4,211560
2021,265.4K videos,#BrooklynBloodPop!,SyKo,58,#BrooklynBloodPop!,75,0.691,0.814,-3.788,0,1,0.117,0.0164,0,0.366,0.509,132.012,4,145611,4,145611,4,145611
